primary_name,production_budget,domestic_gross,worldwide_gross,domestic_roi,worldwide_roi,averagerating,numvotes,count,total_production_budget,total_domestic_gross,total_worldwide_gross
Kenneth Lonergan,11250000.0,23871278.0,39178579.5,2.807295237394958,4.5948408403361345,7.15,114632.5,2,22500000,47742556,78357159
Kevin Connolly,10000000.0,4286367.0,6089100.0,0.4286367,0.60891,4.8,10358.0,1,10000000,4286367,6089100
Kevin Cook,20000000.0,32051917.0,32051917.0,1.60259585,1.60259585,5.1,157.0,1,20000000,32051917,32051917
Kevin Johnson,101000000.0,204172039.5,503598751.5,1.8611690604232805,3.5721788432804233,7.0,59.0,2,202000000,408344079,1007197503
Kevin Kölsch,16250000.0,56096937.5,83485162.5,3.801628908902692,5.105830099378882,6.0,34472.0,2,32500000,112193875,166970325
Kevin Lincoln,200000000.0,659363944.0,2208208395.0,3.29681972,11.041041975,6.2,20.0,1,200000000,659363944,2208208395
Kevin Macdonald,25000000.0,19490041.0,38993548.0,0.77960164,1.55974192,6.2,61475.0,1,25000000,19490041,38993548
Kevin Munroe,20000000.0,1186538.0,6093725.0,0.0593269,0.30468625,5.1,14120.0,1,20000000,1186538,6093725
Kevin Reynolds,20000000.0,36880033.0,46255763.0,1.84400165,2.31278815,6.3,22813.0,1,20000000,36880033,46255763
Kevin Smith,12250000.0,11940723.25,14951004.5,0.5216339386261262,0.6601884788288288,5.35,48058.0,4,49000000,47762893,59804018
Kevin Sorbo,3000000.0,7233471.0,7241309.0,2.411157,2.4137696666666666,4.8,2179.0,1,3000000,7233471,7241309
Kevin Tancharoen,9000000.0,11862398.0,17462398.0,1.3180442222222222,1.9402664444444444,5.4,5449.0,1,9000000,11862398,17462398
Khavn,22000000.0,59700064.0,70949793.0,2.713639272727273,3.224990590909091,6.8,13.0,1,22000000,59700064,70949793
Ki-duk Kim,18000000.0,25448016.0,55398016.0,1.1602903246753247,2.521653961038961,6.449999999999999,1258.5,2,36000000,50896032,110796032
Kim Longinotto,68000000.0,33685268.0,75685268.0,0.4953715882352941,1.1130186470588235,7.1,395.0,1,68000000,33685268,75685268
Kim Min-Ho,95000000.0,81562942.0,165720921.0,0.8585572842105264,1.744430747368421,6.5,576.0,1,95000000,81562942,165720921
Kimberly Peirce,15900000.0,30572386.0,54143836.5,7.7761528166666665,8.561867833333334,5.9,125424.0,2,31800000,61144772,108287673
Kimble Rendall,35000000.0,15325127.0,15471969.0,0.43786077142857144,0.4420562571428571,5.2,14627.0,1,35000000,15325127,15471969
Kimo Stamboel,75000000.0,47059963.0,95572749.0,0.6274661733333333,1.27430332,6.5,4472.0,1,75000000,47059963,95572749
Kirk DeMicco,135000000.0,187168425.0,573068425.0,1.3864327777777778,4.244951296296296,7.2,176699.0,1,135000000,187168425,573068425
Kirk Jones,27750000.0,50420904.0,90284787.0,2.2067406233333333,3.7378779355555554,5.85,45911.5,2,55500000,100841808,180569574
Kishore Bhargav,20000000.0,21541218.0,37226218.0,1.0770609,1.8613109,5.2,35.0,1,20000000,21541218,37226218
Klára Tasovská,12000000.0,6730578.0,46730578.0,0.5608815,3.8942148333333333,7.0,31.0,1,12000000,6730578,46730578
Kogonada,700000.0,1017107.0,1110511.0,1.45301,1.5864442857142858,7.2,10735.0,1,700000,1017107,1110511
Konrad Lecki,35000000.0,19294901.0,25114901.0,0.5512828857142857,0.7175686,6.2,376.0,1,35000000,19294901,25114901
Kook-Hee Choi,5000000.0,138141585.0,278964806.0,27.628317,55.7929612,5.4,189.0,1,5000000,138141585,278964806
Kris Pearn,78000000.0,119793567.0,274392649.0,1.5358149615384615,3.517854474358974,6.4,81010.0,1,78000000,119793567,274392649
Kristina Grozeva,18000000.0,26593580.0,26593580.0,1.477421111111111,1.477421111111111,7.6,1622.0,1,18000000,26593580,26593580
Krzysztof Nowinski,8000000.0,35016118.0,41334735.0,4.37701475,5.166841875,7.5,11.0,1,8000000,35016118,41334735
Kuku Surendran,5000000.0,19115191.0,23745772.0,3.8230382,4.7491544,3.9,73.0,1,5000000,19115191,23745772
Kyle Balda,74500000.0,300335035.0,1097531961.5,4.034741527027027,14.738294277027027,6.35,143248.5,2,149000000,600670070,2195063923
Kyle Lawrence,127000000.0,226277068.0,615461394.0,1.7817091968503938,4.846152708661418,6.2,252.0,1,127000000,226277068,615461394
Kôji Shintoku,18000000.0,30272254.0,62646763.0,1.681791888888889,3.480375722222222,7.3,95.0,1,18000000,30272254,62646763
Lana Wachowski,140500000.0,37295395.5,156327836.5,0.2655164209113813,1.1488857351298063,6.35,246400.0,2,281000000,74590791,312655673
Larry Brand,45000000.0,75395035.0,174278214.0,1.6754452222222223,3.8728492,4.4,819.0,1,45000000,75395035,174278214
Larry Charles,65000000.0,59650222.0,180148897.0,0.917695723076923,2.7715214923076923,6.4,250976.0,1,65000000,59650222,180148897
Larry Greene,25000000.0,134202565.0,153733800.0,5.3681026,6.149352,4.4,14.0,1,25000000,134202565,153733800
Larry Rosen,23000000.0,18653615.0,18653615.0,0.8110267391304348,0.8110267391304348,8.3,15.0,1,23000000,18653615,18653615
Lars von Trier,9400000.0,3030848.0,21817298.0,0.32243063829787233,2.32098914893617,7.2,153434.0,1,9400000,3030848,21817298
Lasse Hallström,51975000.0,65127063.5,125162211.75,2.1571481241557953,3.651673442069347,6.45,78502.0,4,207900000,260508254,500648847
Laura Lau,2000000.0,12739737.0,16610760.0,6.3698685,8.30538,5.3,20831.0,1,2000000,12739737,16610760
Lawrence Côté-Collins,5000000.0,138141585.0,278964806.0,27.628317,55.7929612,7.0,21.0,1,5000000,138141585,278964806
Lawrence Fajardo,9000000.0,52597610.0,83051676.0,5.844178888888889,9.227964,6.0,35.0,1,9000000,52597610,83051676
Lawrence Sher,25000000.0,17501244.0,21038441.0,0.70004976,0.84153764,5.5,14373.0,1,25000000,17501244,21038441
Lea Glob,6000000.0,3347411.0,7818479.0,0.5579018333333333,1.3030798333333333,7.0,278.0,1,6000000,3347411,7818479
Lee Daniels,21250000.0,58654647.5,90526580.5,1.97095625,3.111531486666667,6.5,68204.0,2,42500000,117309295,181053161
Lee Eun-Hee,15000000.0,6925901.0,9352500.5,0.5426613333333333,0.7448779583333334,7.3,773.0,2,30000000,13851802,18705001
Lee Sternthal,6000000.0,11494838.0,16369708.0,1.9158063333333333,2.7282846666666667,7.1,70308.0,1,6000000,11494838,16369708
Lee Tamahori,19100000.0,1361512.0,5965646.0,0.07128335078534032,0.3123374869109948,7.1,58342.0,1,19100000,1361512,5965646
Lee Toland Krieger,30000000.0,42629776.0,68984536.0,1.4209925333333333,2.299484533333333,7.2,138924.0,1,30000000,42629776,68984536
Lee Unkrich,187500000.0,312365447.5,933443811.5,1.6367293857142857,4.952221950714286,8.350000000000001,479706.0,2,375000000,624730895,1866887623
Leigh Whannell,3000000.0,11977130.0,16553285.0,3.9923766666666665,5.517761666666667,7.6,104978.0,1,3000000,11977130,16553285
Len Wiseman,95000000.0,89136404.0,236628044.0,1.1539337144615385,2.8581935827692306,6.3,228460.0,2,190000000,178272808,473256088
Lenny Abrahamson,13000000.0,14677674.0,36262783.0,1.1290518461538461,2.789444846153846,8.2,316791.0,1,13000000,14677674,36262783
Leslie Small,4416666.666666667,21180510.0,21210244.666666668,8.510657566666666,8.5244181,6.7,7031.666666666667,3,13250000,63541530,63630734
Levan Akin,18000000.0,20497844.0,40651864.0,1.1387691111111111,2.258436888888889,5.9,2396.0,1,18000000,20497844,40651864
Levan Gabriadze,1000000.0,32789645.0,64364198.0,32.789645,64.364198,5.6,62043.0,1,1000000,32789645,64364198
Lijin Jose,3500000.0,27467564.0,27936778.0,7.847875428571428,7.981936571428571,5.9,193.0,1,3500000,27467564,27936778
Lilly Wachowski,140500000.0,37295395.5,156327836.5,0.2655164209113813,1.1488857351298063,6.35,246400.0,2,281000000,74590791,312655673
Lionel Rupp,5500000.0,1060512.0,1060512.0,0.19282036363636362,0.19282036363636362,6.1,206.0,1,5500000,1060512,1060512
Lisa Blatter,5500000.0,1060512.0,1060512.0,0.19282036363636362,0.19282036363636362,6.1,206.0,1,5500000,1060512,1060512
Lisa Cholodenko,4000000.0,20811365.0,36275469.0,5.20284125,9.06886725,7.0,120656.0,1,4000000,20811365,36275469
Logan Taaffe,70000000.0,55011732.0,94973540.0,0.7858818857142857,1.3567648571428572,6.7,19.0,1,70000000,55011732,94973540
Lone Scherfig,15000000.0,13843771.0,59168692.0,0.9229180666666666,3.9445794666666667,7.0,128094.0,1,15000000,13843771,59168692
Lorene Scafaria,6600000.0,5672978.5,8646950.5,1.02068986875,1.4519326375,6.5,56338.0,2,13200000,11345957,17293901
Louis Leterrier,62500000.0,79450723.25,227276139.5,1.2678717583809522,3.074139990285714,6.2749999999999995,286907.75,4,250000000,317802893,909104558
Louisa Warren,48000000.0,60022256.0,112610386.0,1.2504636666666666,2.346049708333333,2.6,64.0,1,48000000,60022256,112610386
Luc Besson,83333333.33333333,67990713.66666667,241228224.33333334,1.5399538074074075,4.7784344333333335,6.3999999999999995,215187.33333333334,3,250000000,203972141,723684673
Luc Enting,15000000.0,37880356.0,52460543.0,2.5253570666666665,3.4973695333333334,6.8,96.0,1,15000000,37880356,52460543
Luc Picard,30000000.0,31749894.0,48559999.0,1.0583298,1.6186666333333333,6.6,88.0,1,30000000,31749894,48559999
Luca Guadagnino,20000000.0,2483472.0,7034615.0,0.1241736,0.35173075,6.8,37360.0,1,20000000,2483472,7034615
Lucia Aniello,20000000.0,22105643.0,46844357.0,1.10528215,2.34221785,5.2,39447.0,1,20000000,22105643,46844357
Luciana Kaplan,35000000.0,141186864.0,245300000.0,4.0339104,7.008571428571429,6.6,71.0,1,35000000,141186864,245300000
Lucile Hadzihalilovic,80000000.0,38311134.0,98341932.0,0.478889175,1.22927415,6.0,5266.0,1,80000000,38311134,98341932
Luis Prieto,21000000.0,30718107.0,34836080.0,1.462767,1.6588609523809523,5.9,28898.0,1,21000000,30718107,34836080
Lukasz Ostalski,30000000.0,12712093.0,26184400.0,0.42373643333333333,0.8728133333333333,5.1,47.0,1,30000000,12712093,26184400
Luke Greenfield,35000000.0,39046489.0,65084116.0,1.1156139714285713,1.8595461714285715,5.9,54314.0,1,35000000,39046489,65084116
Luke Matheny,10100000.0,10143618.0,10143618.0,1.0043186138613862,1.0043186138613862,5.2,2540.0,1,10100000,10143618,10143618
Luke Scott,8000000.0,3915251.0,7298786.0,0.489406375,0.91234825,5.8,35487.0,1,8000000,3915251,7298786
Lukás Kokes,12000000.0,6730578.0,46730578.0,0.5608815,3.8942148333333333,7.0,31.0,1,12000000,6730578,46730578
Lynn Shelton,120000.0,1597486.0,3090593.0,13.312383333333333,25.754941666666667,6.7,24780.0,1,120000,1597486,3090593
Lynne Ramsay,7000000.0,1738692.0,10765283.0,0.24838457142857143,1.5378975714285714,7.5,123619.0,1,7000000,1738692,10765283
M. Night Shyamalan,62000000.0,101335395.8,238831934.6,9.513064817794872,18.371947666205127,5.84,182843.2,5,310000000,506676979,1194159673
M.S. Sreenath,47500000.0,42754105.0,112214531.0,0.9000864210526316,2.3624111789473683,6.3,61.0,1,47500000,42754105,112214531
Mabrouk El Mechri,20000000.0,3763583.0,25361206.0,0.18817915,1.2680603,4.9,33039.0,1,20000000,3763583,25361206
Madhur Bhandarkar,10000000.0,31011616.0,93074616.0,3.1011616,9.3074616,4.2,724.0,1,10000000,31011616,93074616
Mae Czarina Cruz,3500000.0,9482579.0,13795053.0,2.7093082857142856,3.941443714285714,6.7,127.0,1,3500000,9482579,13795053
Maggie Carey,1500000.0,3491669.0,4128828.0,2.3277793333333334,2.752552,5.8,34524.0,1,1500000,3491669,4128828
Maja Friis,30000000.0,21858070.0,96892829.0,0.7286023333333334,3.2297609666666665,7.5,13.0,1,30000000,21858070,96892829
Maksim Litvinov,17250000.0,9120632.5,12495275.0,0.5522129222972972,0.7631280785472973,6.5,33.0,2,34500000,18241265,24990550
Maksim Sveshnikov,5500000.0,1060512.0,1060512.0,0.19282036363636362,0.19282036363636362,3.9,259.0,1,5500000,1060512,1060512
Malcolm D. Lee,23500000.0,79250722.75,92783764.25,3.406982094233556,3.8970866010105762,6.1000000000000005,20023.75,4,94000000,317002891,371135057
Mani Maserrat Agah,20000000.0,175006930.0,254210310.0,8.7503465,12.7105155,5.3,814.0,1,20000000,175006930,254210310
Manish Gupta,4800000.0,47326473.0,82241110.0,9.859681875,17.13356458333333,5.1,513.0,1,4800000,47326473,82241110
Manny Edwards,42000000.0,19487173.0,66787173.0,0.46398030952380953,1.5901707857142857,6.4,21.0,1,42000000,19487173,66787173
Marc Forster,98333333.33333333,100704481.0,244247132.0,0.8019582235087719,1.8516361887719297,7.033333333333334,222187.33333333334,3,295000000,302113443,732741396
Marc Labrèche,30000000.0,31749894.0,48559999.0,1.0583298,1.6186666333333333,6.6,88.0,1,30000000,31749894,48559999
Marc Silverstein,32000000.0,48795601.0,91553797.0,1.52486253125,2.86105615625,5.4,39936.0,1,32000000,48795601,91553797
Marc Webb,142333333.33333334,163228602.66666666,501283753.0,1.9161161396320345,4.09020086064935,7.066666666666666,332140.3333333333,3,427000000,489685808,1503851259
Marco Berger,7625000.0,17281111.0,17281111.0,1.1520740666666667,1.1520740666666667,6.75,1988.5,2,15250000,34562222,34562222
Marco Carmel,60000000.0,32522352.0,47371191.0,0.5420392,0.78951985,4.1,23.0,1,60000000,32522352,47371191
Marcos Carnevale,40000000.0,42402632.0,73866088.0,1.0600658,1.8466522,6.3,484.0,1,40000000,42402632,73866088
Marcus Dunstan,10000000.0,6810754.0,8890094.0,0.6810754,0.8890094,6.1,42256.0,1,10000000,6810754,8890094
Marcus Nispel,36675000.0,19853035.333333332,47653336.666666664,0.7166051981481482,8.083780427777777,4.966666666666667,62274.666666666664,3,110025000,59559106,142960010
Margaret Williams,10000000.0,3039190.5,4774669.5,0.5193521388888889,0.8029636388888889,6.5,77.0,2,20000000,6078381,9549339
Maria Solrun,3200000.0,2283291.0,2834485.0,0.7135284375,0.8857765625,5.6,57.0,1,3200000,2283291,2834485
Maria Sødahl,8300000.0,2160710.0,2598224.0,0.2603265060240964,0.3130390361445783,6.0,457.0,1,8300000,2160710,2598224
Maribeth Romslo,60000000.0,30063805.0,30063805.0,0.5010634166666667,0.5010634166666667,4.8,104.0,1,60000000,30063805,30063805
Marielle Heller,6000000.0,5140433.5,7016173.0,0.80944375,1.1576091,7.050000000000001,28238.0,2,12000000,10280867,14032346
Mario DeAngelis,9900000.0,3759078.0,11310835.0,0.3797048484848485,1.142508585858586,4.0,116.0,1,9900000,3759078,11310835
Mark Andrews,185000000.0,237282182.0,554606532.0,1.2826063891891892,2.997873145945946,7.1,338728.0,1,185000000,237282182,554606532
Mark Duplass,8500000.0,5869181.0,7385511.5,0.7469667285714287,0.9541846357142857,6.4,46263.5,2,17000000,11738362,14771023
Mark Jenkin,35000000.0,15325127.0,15471969.0,0.43786077142857144,0.4420562571428571,7.0,79.0,1,35000000,15325127,15471969
Mark Mylod,20000000.0,14011084.0,30163785.0,0.7005542,1.50818925,6.1,67922.0,1,20000000,14011084,30163785
Mark Neveldine,35000000.0,26779382.5,82073269.5,0.5228026430499325,1.8831235512820514,4.65,59215.0,2,70000000,53558765,164146539
Mark Osborne,77500000.0,1311213.0,102028919.0,0.016918877419354838,1.3165021806451613,7.7,50015.0,1,77500000,1311213,102028919
Mark Romanek,15000000.0,2434652.0,11173718.0,0.16231013333333333,0.7449145333333334,7.1,130084.0,1,15000000,2434652,11173718
Mark Steven Grove,20000000.0,35841901.0,35841901.0,1.79209505,1.79209505,2.8,346.0,1,20000000,35841901,35841901
Mark Tonderai,6900000.0,31611916.0,44103982.0,4.581437101449275,6.391881449275362,5.6,66303.0,1,6900000,31611916,44103982
Mark Vadik,7000000.0,7468936.0,10062896.0,1.0669908571428572,1.4375565714285714,4.7,944.0,1,7000000,7468936,10062896
Martin Butler,90000000.0,100920329.0,165900000.0,1.1213369888888889,1.8433333333333333,7.3,23.0,1,90000000,100920329,165900000
Martin Campbell,98333333.33333333,64769523.0,147710436.0,0.7625252184126984,2.1667555914285717,6.366666666666667,139440.66666666666,3,295000000,194308569,443131308
Martin McDonagh,12750000.0,34768894.5,96613825.5,2.8278520925925923,7.898208902777778,7.699999999999999,283770.0,2,25500000,69537789,193227651
Martin Schreier,154500000.0,68155888.0,203603223.5,0.4068398155844156,1.195776916883117,6.3,78.0,2,309000000,136311776,407206447
Martin Scorsese,101625000.0,81469578.0,223276651.5,0.8330547414292114,2.288122975793011,7.749999999999999,602857.25,4,406500000,325878312,893106606
Martin Sulík,90000000.0,72708161.0,162753837.0,0.8078684555555555,1.8083759666666666,6.7,241.0,1,90000000,72708161,162753837
Maryam Touzani,3200000.0,2283291.0,2834485.0,0.7135284375,0.8857765625,6.3,23.0,1,3200000,2283291,2834485
Masatoshi Kurakata,6250000.0,18594333.5,28500000.0,1.5495277916666668,2.375,5.4,36.0,2,12500000,37188667,57000000
Masayuki Suzuki,42000000.0,19487173.0,66787173.0,0.46398030952380953,1.5901707857142857,6.3,263.0,1,42000000,19487173,66787173
Mathews Abraham,14000000.0,11242801.0,20597806.0,0.8030572142857143,1.4712718571428571,6.8,185.0,1,14000000,11242801,20597806
Matt Bettinelli-Olpin,7000000.0,15821461.0,36146087.0,2.260208714285714,5.163726714285715,4.1,15502.0,1,7000000,15821461,36146087
Matt Brown,10000000.0,3877922.0,12382122.0,0.3877922,1.2382122,7.2,43575.0,1,10000000,3877922,12382122
Matt Piedmont,6000000.0,5909483.0,8446952.0,0.9849138333333334,1.4078253333333333,5.5,19170.0,1,6000000,5909483,8446952
Matt Reeves,114000000.0,122520228.66666667,409502410.6666667,0.9332674546955625,2.9382612865067075,7.3999999999999995,233051.33333333334,3,342000000,367560686,1228507232
Matt Shaw,5000000.0,34469210.0,64240813.0,6.893842,12.8481626,7.2,74.0,1,5000000,34469210,64240813
Matt Tory,30000000.0,36918811.0,51078541.0,1.2306270333333333,1.7026180333333334,7.5,15.0,1,30000000,36918811,51078541
Matthew Kennedy,85000000.0,28681080.0,35681080.0,0.33742447058823527,0.4197774117647059,6.0,2482.0,1,85000000,28681080,35681080
Matthew Vaughn,96500000.0,105744042.5,316576214.75,1.2400417752531712,3.4848023972136573,7.449999999999999,470400.0,4,386000000,422976170,1266304859
Matthijs van Heijningen Jr.,38000000.0,16999934.0,27573078.0,0.44736668421052633,0.7256073157894737,6.2,111900.0,1,38000000,16999934,27573078
Maurice Smith,35000000.0,28087155.0,86648359.0,0.8024901428571428,2.4756674,3.0,60.0,1,35000000,28087155,86648359
Max Joseph,2000000.0,3591417.0,10153415.0,1.7957085,5.0767075,6.2,32327.0,1,2000000,3591417,10153415
Maximilian Hult,47500000.0,59137647.666666664,143597021.33333334,0.4651540769230769,30.851850194871798,6.8,306.0,3,142500000,177412943,430791064
Maya Sarfaty,3000000.0,5529144.0,11322573.0,1.843048,3.774191,7.6,11.0,1,3000000,5529144,11322573
McG,46500000.0,42729395.0,97967228.5,0.9694154074175824,1.9032090923076923,6.25,124559.5,2,93000000,85458790,195934457
Megan Freels Johnston,45000000.0,16809014.0,17492014.0,0.3735336444444444,0.3887114222222222,4.2,259.0,1,45000000,16809014,17492014
Mehmet Eryilmaz,4000000.0,9427026.0,19174817.0,2.3567565,4.79370425,4.6,58.0,1,4000000,9427026,19174817
Mel Gibson,40000000.0,67209615.0,168904682.0,1.680240375,4.22261705,8.1,366904.0,1,40000000,67209615,168904682
Meng Zhang,20000000.0,9208876.0,9208876.0,0.4604438,0.4604438,5.9,62.0,1,20000000,9208876,9208876
Mette Carla Albrechtsen,6000000.0,3347411.0,7818479.0,0.5579018333333333,1.3030798333333333,7.0,278.0,1,6000000,3347411,7818479
Mi-sun Park,40000000.0,25584504.0,31192425.0,0.6396126,0.779810625,7.3,58.0,1,40000000,25584504,31192425
Michael Apted,87500000.0,55194853.0,213243885.5,0.48680099677419353,1.5565106862903226,6.75,79328.5,2,175000000,110389706,426487771
Michael B. Clifford,55000000.0,11532774.0,11532774.0,0.2096868,0.2096868,8.2,34.0,1,55000000,11532774,11532774
Michael Bay,162000000.0,194468398.25,727999562.5,1.3735061499025167,4.231160103081058,5.875,239180.5,4,648000000,777873593,2911998250
Michael Bonomo,50000000.0,30306268.0,83306268.0,0.60612536,1.66612536,4.4,73.0,1,50000000,30306268,83306268
Michael Budd,30000000.0,53059911.0,65759911.0,1.7686637,2.191997033333333,7.6,47.0,1,30000000,53059911,65759911
Michael Carney,6500000.0,6423605.0,6423605.0,0.9882469230769231,0.9882469230769231,6.5,4319.0,1,6500000,6423605,6423605
Michael Colburn,150000000.0,412563408.0,821133378.0,2.75042272,5.47422252,4.2,20.0,1,150000000,412563408,821133378
Michael Cuesta,34000000.0,19350260.0,37483422.5,0.5327804253968255,1.2078144682539684,6.6,49512.0,2,68000000,38700520,74966845
Michael D. Akers,8000000.0,3915251.0,7298786.0,0.489406375,0.91234825,6.8,1232.0,1,8000000,3915251,7298786
Michael D. Olmos,1250000.0,2850357.0,2940411.0,2.2802856,2.3523288,5.7,1003.0,1,1250000,2850357,2940411
Michael Dougherty,92500000.0,64151208.0,180532667.0,1.6758793852941176,2.9398393970588232,6.45,45939.5,2,185000000,128302416,361065334
Michael Dowse,19000000.0,6928068.0,7576604.0,0.3646351578947368,0.3987686315789474,6.3,48393.0,1,19000000,6928068,7576604
Michael Gracey,84000000.0,174340174.0,386665550.0,2.075478261904762,4.603161309523809,7.6,199663.0,1,84000000,174340174,386665550
Michael Grandage,38500000.0,45870603.5,101852488.0,0.7931987519607843,1.8506822357843138,7.35,7818.5,2,77000000,91741207,203704976
Michael Haneke,9700000.0,6738954.0,36787044.0,0.6947375257731959,3.792478762886598,7.9,84960.0,1,9700000,6738954,36787044
Michael Hoffman,26000000.0,26766213.0,41059418.0,1.0294697307692309,1.5792083846153846,6.7,59750.0,1,26000000,26766213,41059418
Michael Jones,70000000.0,65011757.0,131011757.0,0.9287393857142857,1.8715965285714287,4.1,34.0,1,70000000,65011757,131011757
Michael Krummenacher,5500000.0,1060512.0,1060512.0,0.19282036363636362,0.19282036363636362,6.1,206.0,1,5500000,1060512,1060512
Michael Lembeck,48000000.0,60022256.0,112610386.0,1.2504636666666666,2.346049708333333,5.0,37939.0,1,48000000,60022256,112610386
Michael Mann,70000000.0,8005980.0,19665004.0,0.11437114285714285,0.2809286285714286,5.4,48427.0,1,70000000,8005980,19665004
Michael Moore,5000000.0,6352306.0,6653715.0,1.2704612,1.330743,6.7,11628.0,1,5000000,6352306,6653715
Michael Noer,22000000.0,59700064.0,70949793.0,2.713639272727273,3.224990590909091,6.8,13.0,1,22000000,59700064,70949793
Michael Patrick King,95000000.0,95347692.0,294680778.0,1.0036599157894737,3.1019029263157893,4.4,69199.0,1,95000000,95347692,294680778
Michael Polish,4000000.0,2408071.0,2408071.0,0.4816142,0.4816142,4.55,3117.0,2,8000000,4816142,4816142
Michael Radford,30000000.0,51936032.0,85527788.5,1.04142692,1.7184718099999998,6.35,1682.0,2,60000000,103872064,171055577
Michael Rowe,19000000.0,25918920.0,32618920.0,1.3641536842105264,1.7167852631578948,5.9,2211.0,1,19000000,25918920,32618920
Michael Segal,15000000.0,9237470.0,12262065.0,0.6158313333333333,0.817471,6.4,12.0,1,15000000,9237470,12262065
Michael Showalter,5000000.0,42872467.0,53972860.0,8.5744934,10.794572,7.6,104008.0,1,5000000,42872467,53972860
Michael Spierig,6750000.0,31572324.0,73411618.0,5.487186742857142,11.4619798,5.6,40767.5,2,13500000,63144648,146823236
Michael Sucsy,30000000.0,125014030.0,197618160.0,4.167134333333333,6.587272,6.8,173629.0,1,30000000,125014030,197618160
Michael Tiddes,3833333.3333333335,23019370.0,34414164.666666664,7.562144316666667,11.231117816666668,4.433333333333333,25194.0,3,11500000,69058110,103242494
Michal Wawrzecki,30000000.0,12712093.0,26184400.0,0.42373643333333333,0.8728133333333333,5.1,47.0,1,30000000,12712093,26184400
Michaël R. Roskam,12600000.0,10724389.0,19054534.0,0.8511419841269842,1.5122646031746032,7.1,132161.0,1,12600000,10724389,19054534
Michel Gondry,110000000.0,98780042.0,229155503.0,0.8980003818181819,2.0832318454545455,5.8,148622.0,1,110000000,98780042,229155503
Michel Hazanavicius,16000000.0,44667095.0,128256712.0,2.7916934375,8.0160445,7.9,217184.0,1,16000000,44667095,128256712
Micheline Lanctôt,30000000.0,31749894.0,48559999.0,1.0583298,1.6186666333333333,6.6,88.0,1,30000000,31749894,48559999
Mick Jackson,10000000.0,4073448.0,9263940.0,0.4073448,0.926394,6.7,16593.0,1,10000000,4073448,9263940
Miguel Arteta,19000000.0,36907625.5,54620709.0,1.5386649035714286,2.2034509607142856,6.25,36042.0,2,38000000,73815251,109241418
Miguel Salazar,70000000.0,40934175.0,116625798.0,0.5847739285714286,1.6660828285714286,7.2,20.0,1,70000000,40934175,116625798
Miguel Sapochnik,32000000.0,13942007.0,18195238.0,0.43568771875,0.5686011875,6.3,96144.0,1,32000000,13942007,18195238
Mihajlo Obrenov,90000000.0,100920329.0,165900000.0,1.1213369888888889,1.8433333333333333,8.7,40.0,1,90000000,100920329,165900000
Mijke de Jong,60000000.0,56451232.0,101134059.0,0.9408538666666667,1.68556765,6.1,233.0,1,60000000,56451232,101134059
Mika Kaurismäki,19500000.0,14600422.5,31450279.0,0.5741833269230769,1.5530239615384616,5.8,149.0,2,39000000,29200845,62900558
Mika Rosenfeld,8000000.0,35016118.0,41334735.0,4.37701475,5.166841875,7.5,11.0,1,8000000,35016118,41334735
Mikael Håfström,52333333.333333336,19410007.666666668,72128624.66666667,0.4177309948519949,1.4725246531016731,6.366666666666667,101951.0,3,157000000,58230023,216385874
Mike Binder,9000000.0,21571189.0,21971021.0,2.3967987777777777,2.4412245555555554,6.6,10659.0,1,9000000,21571189,21971021
Mike Erickson,3000000.0,11977130.0,16553285.0,3.9923766666666665,5.517761666666667,8.8,69.0,1,3000000,11977130,16553285
Mike Flanagan,3767500.0,15709937.75,31488979.25,2.36099855,4.50943576031746,6.25,62153.0,4,15070000,62839751,125955917
Mike Leigh,11000000.0,3582126.0,22596319.5,0.34173326785714286,2.1498874553571428,7.05,24467.0,2,22000000,7164252,45192639
Mike McCoy,12000000.0,70012847.0,82497035.0,5.834403916666667,6.874752916666667,6.5,63787.0,1,12000000,70012847,82497035
Mike Mills,3200000.0,5790894.0,14314407.0,1.809654375,4.4732521875,7.2,83770.0,1,3200000,5790894,14314407
Mike Mitchell,111000000.0,172136318.0,440124127.75,1.6357526366839679,3.9757473705772934,5.800000000000001,75636.25,4,444000000,688545272,1760496511
Mike Scheiwiller,5500000.0,1060512.0,1060512.0,0.19282036363636362,0.19282036363636362,6.1,206.0,1,5500000,1060512,1060512
Mike Thurmeier,100000000.0,112692425.5,640960909.5,1.1541242744360902,6.545374645363409,6.15,112266.5,2,200000000,225384851,1281921819
Mila Aung-Thwin,3000000.0,7233471.0,7241309.0,2.411157,2.4137696666666666,6.7,127.0,1,3000000,7233471,7241309
Milan Chams,14000000.0,11242801.0,20597806.0,0.8030572142857143,1.4712718571428571,8.9,23.0,1,14000000,11242801,20597806
Mimi Leder,20000000.0,24622687.0,38073377.0,1.23113435,1.90366885,6.9,12083.0,1,20000000,24622687,38073377
Mira Nair,15000000.0,4701560.0,5292106.0,0.31343733333333335,0.35280706666666667,7.15,12775.0,2,30000000,9403120,10584212
Moby Longinotto,10000000.0,1475746.0,3541565.0,0.1475746,0.3541565,5.9,15.0,1,10000000,1475746,3541565
Mohamed Khan,7000000.0,1661464.0,1661464.0,0.237352,0.237352,7.3,1010.0,1,7000000,1661464,1661464
Mohammad Ali Bashe Ahangar,15000000.0,56441711.0,128885873.0,3.7627807333333334,8.592391533333334,6.7,127.0,1,15000000,56441711,128885873
